psychological_safety,clinical_curiosity,decision_confidence,team_cohesion,leadership_support,reflective_practice,adaptive_focus,professional_vitality,cognitive_agility,service_excellence
64.16,76.24,65.82,0,1,37.04,36.93,32.17,19.7,1
33.31,50.55,52.31,0,0,20.63,30.55,24.76,14.84,0
51.23,71.32,72.25,1,1,45.6,45.12,32.65,28.7,1
56.37,75.4,69.26,0,1,30.86,38.36,37.36,18.3,1
56.24,65.4,60.9,1,0,45.58,34.18,36.17,31.12,1
40.85,56.37,60.25,1,1,30.49,41.36,34.89,20.17,1
40.81,50.24,50.16,0,1,35.7,24.86,25.86,32.75,1
68.07,70.89,69.73,0,1,32.5,41.45,25.87,19.83,1
40.31,51.77,57.72,0,1,29.41,36.55,26.22,15.64,1
67.1,78.28,77.7,1,1,49.47,44.32,36.28,23.91,1
49.21,58.79,71.5,0,0,29.54,36.87,14.25,11.92,1
67.96,85.24,76.9,0,1,50.8,40.31,38.37,26.97,1
49.95,65.3,69.08,0,1,28.53,43.73,32.79,17.28,1
41,54.14,50.68,1,0,38.9,28.1,38.93,26.82,1
65.28,80.05,85.94,0,0,39.88,45.87,34.17,26.58,1
54.79,61.68,69.91,0,0,45.23,30.26,20.98,13.95,0
72.38,75.42,78.43,1,0,51.88,37.29,42.43,32.25,1
65.71,82.36,70.04,0,1,44.64,41,38.6,25.73,1
52.25,56.35,61.77,0,1,38.6,32.44,26.48,23.95,1
49.6,61.31,57.68,1,0,49.23,32.66,29.07,24.04,1
55.28,64.18,67.81,1,0,42.16,30.47,29.98,16.03,1
57.28,63.56,65.14,1,0,46.31,24.1,23.2,21.02,1
44.42,64.23,60.58,0,1,33.66,34.82,27.7,27.75,1
65.1,79,84.52,0,0,38.75,38.06,29.72,31.41,1
50.23,66.74,60.13,0,0,42.3,41.87,33.56,24.56,1
49.92,62.58,59.35,1,0,41.28,38.24,39.2,27.27,1
48.51,65.23,66.72,0,0,38.24,36.17,29.35,27.67,1
57.77,56.32,57.55,1,0,45.11,30.69,30.24,15.32,1
46.7,57.59,55.66,1,0,34.88,32.14,29.97,20.36,1
56.62,67.69,71.09,0,0,37.8,34.51,18.18,15.43,1
88.2,87.61,89.87,0,0,51.12,49.66,42.77,34.54,1
54.36,66.88,75.18,0,1,37.76,43.07,21.93,12.86,1
49.79,76.64,72.76,0,0,34.32,37.13,24.61,15.58,1
34.99,51.92,57.77,0,1,31.22,39.51,37.92,22.27,0
55.6,69.17,67.2,0,1,34.62,35.89,32.05,20.07,1
41.69,57.48,55.95,1,1,43.09,34.3,24.54,15.63,1
50.49,55.68,59.22,0,0,32.32,29.62,21.39,20.03,0
56.82,58.69,58.82,1,1,46.84,35.49,34.91,33.55,1
34.23,40.95,51.91,0,1,26.61,39.02,34.88,28.78,1
56.89,69.35,63.43,1,1,44.35,40.41,37.93,30.31,1
58.65,56.75,64.91,0,0,41.78,44.6,33.29,35.03,1
39.43,58.43,67.41,0,0,33.23,50.6,25.27,27.8,1
50.29,61.51,61.08,0,1,42.13,45.94,33.34,14.42,1
33.03,52.49,58.6,1,0,27.42,32.06,21.85,13.48,1
73.91,72.47,75.27,0,1,61.08,39.54,44.44,32.85,1
58.97,78.54,73.44,1,0,51.45,34.09,29.59,31.13,1
52.84,64.28,67.85,0,0,37.89,36.98,24.89,19.49,1
53.04,53.42,61.08,0,0,39.78,29.59,33.39,26.6,1
68.58,83.83,80.88,0,1,47.13,51.91,35.69,29.12,1
53.87,57.76,60.46,1,1,52.33,39.02,41.41,24.63,1
58.97,61.9,60.44,1,1,45.48,39.01,36.07,19.21,1
73.22,72.73,81.75,1,0,46.27,45.65,31.2,29.79,1
50.85,61.27,62.95,0,0,28.67,24.55,22.78,12.38,0
41.89,59.94,62.75,1,0,38.38,28.41,19.63,19.15,1
45.11,62.18,71.23,0,0,35.25,39.57,22.98,17.8,1
72.14,94.24,89.97,1,1,51.38,49.56,44.17,27.41,1
56.1,63.09,58.62,1,1,40.74,33.6,29.51,24.32,1
48.97,58.99,54.25,1,1,36.06,27.62,23.59,26.18,1
66.68,66.83,78.6,0,1,48.7,48.54,40.08,26.04,1
66.98,68.65,61.26,0,1,53.04,40.9,37.19,17.82,1
49.29,68.69,61.57,0,0,37.89,29.85,27.83,27.1,1
43.34,54.48,59.28,1,0,36.68,27.28,24.4,21.24,1
36.15,54.83,55.78,0,0,21.09,37.1,30.66,24.24,0
33.47,50.3,43.78,0,0,24.38,12.76,17.3,17.8,1
51.82,57.56,60.25,1,0,46.82,30.31,27.91,22.45,1
44.28,53.27,65.51,1,0,44.99,27.11,26.9,21.99,1
77.3,71.73,69.44,1,0,50.45,29.43,30.35,27.73,1
55.7,65.56,57.23,0,1,36.29,33.78,30.89,24.27,1
31.69,49.25,46.8,1,1,29.6,37.78,23.79,18.12,1
72.02,77.19,76.1,1,1,65.9,39.76,37.73,37.29,1
56.94,73.67,67.74,1,0,49.76,33.17,28.1,15.02,1
63.46,64.65,71.58,1,1,50.8,41.8,34.79,20.24,1
63.18,72.67,76.64,0,0,39.14,35.85,27.12,17.17,1
58.56,62.9,71.12,0,1,33.87,40.25,25.58,24.1,1
61.28,73.24,75.41,0,1,40.66,47.98,42.23,26.84,1
57.87,63.02,62.98,1,0,45.13,31.85,32.65,29.62,1
41.72,61.17,56.41,1,1,38.92,35.76,30.18,18.46,1
59.4,73.37,70.51,1,0,52.35,46.11,34.34,30.94,1
67.29,77.46,79.63,1,0,50.76,50.35,41.99,39.95,1
52.48,65.91,60.06,0,1,27.6,33.15,32.32,18.04,1
61.62,72.93,72.16,1,0,47.48,41.55,40.47,35.02,1
60.04,72.03,74.81,1,0,51.58,36.04,32.53,36.05,1
76.79,85.78,87.11,0,0,39.68,54.64,40.2,26.27,1
51.97,61.85,65.2,1,0,34.49,42.18,35.53,15.46,1
51.5,56.9,53.79,1,0,50.2,20.75,28.21,26.38,1
53.6,64.93,62.97,1,0,45.76,38.83,32.02,31.98,1
53.77,68.41,65.66,1,0,50.41,32.57,30.89,19.91,1
27.73,48.87,39.41,0,0,20.61,31.09,25.44,14.46,0
47.29,70.85,61.35,1,0,34.58,36.62,23.42,16.42,1
58.6,65.95,73.06,1,0,46.39,46.84,36.23,37.59,1
54.9,57.71,58.25,1,1,52.44,35.62,37.27,27.04,1
45.41,55.79,49.63,1,0,33.96,27.29,13.08,9.05,1
47.02,57.73,60.96,1,0,40.19,35.76,32.65,24.8,1
50.73,58.22,65.63,1,0,52.99,28.18,28.57,23.55,1
45.38,52.8,46.6,0,0,31.06,28.02,23.23,20.31,1
48.84,60.81,59.77,0,0,31.46,34.75,23.06,17.51,0
48.53,60.98,56.29,1,0,43.24,26.86,22.92,8.59,1
65.74,68.08,64.84,1,0,53.37,20.67,23.05,36.69,1
67.2,68.53,64.62,1,0,63.14,35.11,36.2,38.22,1
66.2,76.87,75.04,1,0,54.5,44.19,30.2,28.3,1
60.12,72.92,69.69,1,0,50.52,38,27.98,29.86,1
46.5,54.96,63.81,1,1,39.82,39.75,30.24,19.17,1
66.52,73.86,67.02,1,0,49.67,35.6,38.09,31.89,1
51.23,66.4,71.86,0,0,34.75,40.55,28.27,19.73,1
55.28,67.24,65.95,1,1,51.5,37.01,33.32,27.34,1
71.06,87.67,81.53,1,1,56.36,43.42,37.39,38.49,1
56.01,58.95,57.35,0,0,33.02,31.14,16.99,13.7,0
57.97,59.13,64.15,0,1,45.48,47.39,40.12,36.3,1
38.05,57.87,63.27,0,0,39.11,30.37,28.36,30.8,1
60.84,72.73,65.79,1,0,55.82,30.62,29.27,18.95,1
43.24,54.14,61.23,0,0,34.61,41.34,29.88,16.43,0
67.14,81.88,73.38,0,0,40.9,40.38,33.16,31.96,1
52.78,60.72,59.3,0,0,44.15,23.77,27.02,12.09,1
28.17,49.2,50.41,0,0,17.85,33.12,18.6,7.29,0
50.7,61.95,61.56,1,0,46.28,33.58,27.64,30.2,1
52.26,59.55,60.31,0,0,34.26,36.45,23.71,19.37,1
60.83,68.08,67.58,1,0,39.26,29.03,20.4,23.3,1
63.05,79.31,84.52,0,0,43.14,40.66,31.74,15.01,1
51.07,60.98,62.1,1,1,50.75,47.6,37.12,21.39,1
67.15,84.42,72.77,0,1,43.83,45.12,38.49,23.63,1
17,38.68,34.42,0,0,20.95,17.37,11.11,13.17,0
46.43,58.3,57.21,0,0,27.72,38.46,25.49,22.6,1
41.65,50.21,62.51,0,0,29.52,34.86,29.72,19.59,1
39.95,59.02,70.31,0,0,21.73,24.37,24.68,18.65,1
66.52,76.12,78.25,1,0,52.12,42.18,34.96,28.64,1
64.95,73.24,65.41,0,0,44.32,32.69,36.45,35.56,1
45.69,59.87,54.72,0,1,27.24,41.19,26.88,14.62,1
69.14,76.12,68.22,0,0,42.96,41.4,36.38,21.3,0
56.22,59.98,57.49,0,1,42.76,43.2,37.84,35.52,1
49.94,66.38,52.02,1,0,50.55,33.88,26.08,23.08,1
46.68,71.16,68.64,0,1,27.4,45.47,37.81,20.78,1
45.66,69.43,61.51,1,1,48.86,42.32,32.36,34.71,1
60.67,71.14,78.61,0,0,42.63,36.25,29.95,26.85,1
62.8,70.58,71.58,0,0,48.44,39.25,28.95,29.56,1
57.86,68.9,71,0,1,34.9,40,35.18,18.6,1
30.4,44.07,37.81,0,1,18.57,40.45,25.58,18.75,0
58.56,70.6,65.96,1,0,50.76,32.69,30.01,26.73,1
61.78,73.59,64.83,0,1,41.48,33.81,34.55,23.12,1
46.97,53.01,47.68,0,1,28.01,22.91,10.92,14.87,1
55.52,64.67,67.35,0,0,42.21,29.66,32.21,27.54,1
32.63,54.72,53.58,0,1,27.28,30.25,25.69,19.06,0
40.24,60.58,50.64,1,1,36.95,31.95,27.27,28.75,1
51.11,55.78,65.01,0,0,26.81,32.17,24.29,19.24,1
51.28,70.04,69.43,1,1,46.29,40.11,32.38,35.76,1
59.22,67.7,63.84,1,0,50.4,35.65,26.65,24.33,1
40.76,55.41,58.45,0,0,28.89,30.12,23.51,10.98,1
50.91,62.2,62.74,1,1,38.98,39.09,27.98,30.38,1
49.12,49.16,51.26,0,1,35.03,39.81,35.44,29.5,1
61.34,73.53,67.13,1,0,59.59,32.13,31.68,36.16,1
72.05,69.39,74.71,1,0,60.32,37.72,41.23,44.42,1
75.65,86.72,83.23,0,0,44.86,39.18,28.29,25.68,1
36.18,44.32,40.91,1,0,38.09,30.01,21.62,21.71,0
54.42,72.18,72.13,1,0,43.62,39.12,24.87,31.25,1
41.65,57.62,50.81,0,0,33.57,29.5,21.14,24.44,1
54.22,69.32,63.99,0,1,41.56,34.01,27.07,19.4,1
60.08,65.75,70.4,1,0,57.77,38.29,35.99,31.18,1
55.98,56.13,59.08,0,0,39.23,37.05,23.88,23.77,0
54.41,59.92,66.03,0,0,27.13,29.77,27.93,16.97,1
72.8,81.52,87.6,1,1,54.29,47.62,31.69,19.91,1
63.65,75.48,68.81,0,1,36.39,36.63,26.64,19.78,1
51.73,58.63,63.26,1,0,43.54,27.13,27.9,25.03,1
55.29,74.42,74.13,0,1,39.61,42.02,33.16,29.5,1
65.45,73.97,78.3,0,1,48.14,49.43,29.8,31.7,1
62.32,61.9,65.29,0,0,49.12,32.14,34.28,27.15,1
49.9,64.04,58.22,0,1,41.35,47.75,45.68,26.25,1
33.7,45.64,40.86,1,1,32.22,26.69,24.09,15.31,1
40.78,60.52,62.17,1,0,34.3,34.48,24.56,21.27,1
56.75,68.91,72.19,1,1,46.88,41.77,35.18,34.67,1
33.56,51.07,56.44,0,1,29.69,34.1,20.9,9.7,1
53.17,63.15,66.33,1,0,50.85,26.88,23.5,22.89,1
49.56,68.91,60.09,0,1,32.64,38.04,32.08,26.19,1
66.99,69.79,74.9,1,1,50.99,48.53,45.72,37.94,1
39.18,56.41,46.27,0,0,27.63,28.92,19.72,15.48,0
31.82,49.12,53.86,1,0,28.97,30.77,26.06,22.53,1
49.96,56.27,53.15,0,0,38.38,33.9,27.62,19.17,1
62.62,71.51,64.37,1,1,50.87,39,38.66,30.74,1
67.84,70.2,63.48,1,0,55.82,35.63,30.54,26.52,1
44.09,70.31,55.39,1,1,40.98,33.45,20.1,13.28,1
60.64,76.58,76.85,1,1,49.2,47.82,39.12,24.47,1
41.66,46.44,44.19,0,0,35.86,28.3,31.29,35.12,0
46.01,56.81,59.34,0,0,23.66,33.44,15.63,21.11,0
61.81,75.02,79.27,0,0,36.63,47.43,29.83,18.55,1
63.62,79.76,69.09,1,0,52.19,44.37,36.53,32.77,1
43.01,62.49,63.33,0,1,33.54,34.23,29.64,26.63,1
60.7,81.95,69.61,0,1,38.27,46.8,34.72,23.88,1
32.58,50.23,48.01,1,0,29.7,23.37,23.54,19.26,1
52.57,72.12,62.96,0,1,43.36,37.06,26.76,29.13,1
41.39,49.09,48.68,0,1,26.07,26.08,20.94,18.38,1
45.31,64.2,64.78,0,1,35.81,40.56,25.17,19.84,1
39.69,53.51,54.87,1,0,29.15,22.94,15.31,7.95,1
61.64,70.35,62.17,0,0,38.61,41.12,23.32,27.83,1
61.65,79.52,67.66,0,1,43.8,44.58,42.69,29.57,1
46.71,65.84,69.68,0,1,24.84,44.62,33.89,26.75,1
59.51,68.62,59.65,1,1,49.45,34.89,28.17,32.12,1
58.14,83.91,83.09,0,0,44.36,50.49,32.5,19.92,1
53.46,72.65,64.37,1,0,48.15,29.04,35.85,27.59,1
80.9,83.02,81.14,0,1,45.89,44.75,32.79,14.36,1
44.91,44.15,51.62,1,1,37,29.95,25.5,23.36,1
55.17,68.05,63.81,0,1,41.27,37.43,41.76,18.52,1
50.41,60.46,63.68,0,1,36.87,35.12,40.84,24.28,1
50.54,59.14,58.95,1,0,49.51,30.2,34.05,22.66,1
56.91,64.71,60.44,1,0,39.59,31.01,21.24,21.62,1
51.47,64.52,59.38,0,0,28.91,35.61,18.77,12.8,1
44.67,66.4,61.06,0,0,29.08,39.98,23.24,19.11,1
56.49,61.49,70.9,1,0,41.28,36.17,27.73,13.96,1
69.19,76.47,74.44,1,0,50.71,46.6,38.96,32.43,1
66.31,73.52,68.95,0,0,43.13,39.87,39.63,32.95,1
57.44,63.13,57.94,0,1,31.26,39.06,24.1,17.88,1
46.18,61.32,60.06,1,0,39.31,36.77,30.06,21,1
57.24,78.56,69.81,1,0,47.61,44.64,36.57,24.73,1
68.02,79.71,64.82,1,0,48.39,30.18,27.14,28.01,1
69.29,77.4,77.47,0,1,43.58,52.62,42.24,25.7,1
59.32,66.85,70.48,1,1,49.69,46,34.73,27.03,1
50.63,63.25,65.11,0,0,36.81,37.3,20.99,14.8,1
52.57,54.12,67.07,0,0,40.17,37.7,28.03,27.02,1
64.26,72.84,73.19,1,1,55.26,45.89,38.64,29.05,1
63.24,71.27,68.49,0,1,43.3,46.15,41.79,23.21,1
33.91,53.29,55.58,0,0,25.13,33.96,27.5,20.39,0
62.9,77.87,77.73,0,0,42.18,48.74,39.89,27.71,1
63.54,77.12,72.88,1,1,52.49,40.67,38.2,26.93,1
44.35,57.47,59.07,0,0,37.55,25.43,20.23,16.81,1
45.82,56.26,56.86,1,0,51.17,22.7,26.39,24.46,1
45.91,55.67,64.02,0,0,34.34,29.42,24.51,19.64,1
46.84,55.44,63.63,1,0,41.59,34.4,19.52,24.77,1
38,49.81,50.79,1,1,31.89,32.66,25.03,17.91,1
58.76,68.33,63.4,1,0,37.64,30.37,28.5,26.86,1
45.57,51.86,54.48,1,1,50.4,40.55,36.33,20.46,1
54.16,68.28,57.86,1,0,54.27,21.7,34.21,38.03,1
49.03,61.12,64.78,0,0,41.93,22.31,26.86,27.29,0
58.06,63.54,68.95,1,0,48.99,38.51,41.62,28.99,1
42.87,53.31,49.95,1,1,44.89,40.26,26.2,21.09,1
57.94,73.49,74.2,1,0,51,41.48,39.61,34.99,1
59.68,75.18,70.21,0,0,39.29,36,30.07,14.76,1
64.93,88.03,89.12,0,0,38.62,46.79,34.68,19.16,1
78.61,87.36,94.53,1,0,56.15,51.05,41.18,24.85,1
29.89,43.37,45.26,0,1,25.64,32,22.92,13.08,0
58.84,64.81,57.79,1,0,38.49,27.16,22.38,18.17,1
46.49,62.2,67.27,0,0,37.11,39.76,32.64,21.27,1
31.9,53.76,61.46,1,0,34.31,24.18,23.84,21.04,1
65.1,82.27,80.47,0,1,34.61,48.82,25.06,12.36,1
70.99,72.99,73.1,1,0,55.6,39.32,25.07,28.18,1
50.3,63.33,68.06,0,0,35.67,33.61,30.2,17.89,1
57.53,61.18,57.38,0,1,46.93,40.98,31.16,28.16,1
54.23,67.95,71.46,0,0,33.56,39.28,28.42,25.37,1
60.21,64.08,61.77,1,0,34.36,28.38,23.05,19.67,1
65.57,82.91,76.05,0,1,38.61,35.34,33.53,28.36,1
59.14,64.69,71.87,0,0,41.57,34.88,36.4,30.69,1
59.15,73.02,76.29,0,1,40.26,46.23,29.66,16.09,1
70.12,78.49,74.97,0,1,41.68,43.71,37.87,24.26,1
53.02,65.06,60.85,1,1,46.63,41.75,29.9,27.62,1
66.08,63.73,67.27,1,1,49.31,46.33,46.47,40.04,1
45.14,58.31,53.92,0,1,23.2,39.56,29.9,27.36,1
74.29,74.84,80.79,0,0,44.84,37.56,25.98,28.16,1
63.85,69.38,65.77,1,0,59.91,32.33,29.02,32.99,1
50.15,65.55,58.54,0,0,37.79,37.53,24.02,20.37,1
29.63,63.52,61.73,1,0,31.4,39.05,25.32,23.42,1
55,77.64,73.24,1,0,41.4,41.15,33.25,22.53,1
40.82,58.71,54.48,1,0,38.04,35.05,32.25,24.72,1
58.6,71.26,66.15,1,1,49.46,43.46,41.04,28.49,1
72.41,77.21,74.49,1,0,57.03,47.87,40.34,41.45,1
56.92,61.68,58.64,0,0,37.82,45.43,32.58,27.22,1
52.86,67.31,66.11,1,0,49.79,32.93,25.18,32.07,1
59.11,66.66,65.43,1,1,42.02,44.54,34.61,26.69,1
58.43,79.36,65.05,0,0,35.06,22.26,16.94,19.06,1
26.65,57.86,51.4,1,1,32.81,33.75,30.9,15.23,1
57.89,81.26,81.3,0,0,31.09,44.67,37.74,30.84,1
62.44,68.02,63.38,1,1,42.33,30.18,32.34,24.03,1
51.89,60.87,58.49,0,1,40.35,45.91,34.5,19.14,1
66.74,67.79,66.97,1,0,52.58,34.2,38.16,28.61,1
53.47,68.99,65.77,0,1,34.62,45.56,29.3,23.95,1
64.2,68.02,61.56,1,1,46.96,26.4,36.32,27.35,1
82.28,83.09,77.34,1,0,54.35,34.4,35.63,35.87,1
53.84,60.06,60.53,1,0,39.45,38.22,30.75,30.36,1
31.69,45.43,51.01,0,1,17.63,34.04,21.18,18.44,0
50.96,73.14,70.49,0,1,31.93,45.84,35.39,28.62,1
34.29,35.92,44.55,1,1,41.41,33.47,33.3,30.53,1
62.33,74.91,73.03,0,1,41.84,44.47,27.62,28.6,1
70.71,73.2,68.08,0,1,41.35,53.49,46.19,25.73,1
63.35,86.58,68.86,1,0,46.94,39.3,24.75,26.51,1
58.84,74.1,63.4,1,0,48.77,37.13,34.79,32.85,1
47.26,54.33,58.47,0,1,33.35,31.23,18.88,16.16,1
73.91,76.77,78.07,1,1,55.23,53.13,46.8,28.9,1
64.04,69.61,64.4,0,1,28.96,46.47,32.07,20.14,1
58.41,75.71,79.61,0,1,44.99,32.01,39.19,26.3,1
57.46,78.26,80.6,0,0,39.74,43.42,38.58,27.51,1
56.34,68.18,62.26,1,0,46.56,33.78,24.21,12.81,1
60.43,69.46,68.77,1,0,54.27,32.54,36.96,28.87,1
47.64,66.99,69.14,0,1,27.7,50.86,32.84,17.15,1
73.3,80.14,84.86,0,0,42.16,40.18,30.97,31.6,1
56.83,70.43,69.08,1,0,53.3,38.84,34.93,21.25,1
62.2,72.98,68.27,1,0,46.75,29.47,26.98,23.47,1
49.8,57.62,62.06,0,1,31.64,37.72,20.97,12.78,1
59.5,77.8,75.22,0,0,35.73,34.25,28.47,20.64,1
27.62,42.16,53.71,0,0,19.03,34.53,16.01,17.47,0
41.58,67.81,66.54,1,0,39.78,36.85,36.07,30.45,1
54.62,73.05,71.33,0,1,43.37,36.04,36.19,23.74,1
39.13,55.51,55.13,0,0,27.26,30.57,18.85,14.01,0
84.27,80.74,83.16,0,1,53.79,53.31,32.07,26.55,1
34.98,61.29,46.67,0,1,28.91,27.12,20.48,17.11,1
59.15,71.26,70.31,1,1,47.85,39.75,31.11,29.21,1
74.87,86.51,84.53,1,1,59.52,48.29,33.03,28.71,1
60.78,79.44,65.88,1,1,53.3,42.44,39.29,35.85,1
51.28,56.74,53.77,1,0,50.17,30.49,26.87,27.49,1
48.37,63.46,52.59,0,0,38.5,36.64,32.88,24.92,1
63.08,70.05,71.97,0,0,50.56,34.05,26.83,16.87,1
45.4,60.96,63.98,1,0,33.48,39.64,31.48,21.68,1
53.57,67.92,58.64,0,0,35.61,33.55,31.18,21.74,1
63.29,62.49,63.67,0,0,38.28,40.96,31.29,22.57,1
51.31,62.11,56.98,0,0,31.51,34.58,26.39,15.22,1
56.05,67.58,68.94,1,0,48.08,35.73,30.91,19.07,1
51.35,56,53.8,0,1,35.89,33.83,24.55,15.05,1
43.36,53.11,50.59,1,0,52.84,32.34,40.48,26.64,0
69.27,77.7,77.13,0,0,39.21,44.17,37.32,26.87,1
71.72,82.91,90.16,0,1,35.55,57.1,40.43,23.21,1
51.2,62.52,58.11,0,1,42.6,35.33,39.72,31.92,1
51.81,59.67,57.38,1,1,48.11,30.2,25.63,22.64,1
52.87,58.62,58.95,0,1,34.37,37.91,30.13,23.96,1
61.47,68.96,71.22,0,0,38.07,41.81,27.64,27.09,1
44.14,53.31,56.29,0,0,28.17,26.31,23.73,11.59,1
53.94,69.03,63.22,0,1,40.88,39.15,32.02,22.99,1
58.16,70.13,65.82,1,0,58.87,42.7,38.61,33.88,1
62.7,68.13,65.38,1,0,49.19,29.06,23.17,28.89,1
21.63,42.59,38.33,1,0,21.85,23.56,14.4,11.81,1
59.84,83.86,81.08,0,0,36.38,38.47,26.9,19.03,1
59.15,73.88,68.57,1,0,41.14,33.38,17.45,23.34,1
67.09,76.85,76.61,0,0,41.68,39,30.64,21.12,1
48.68,65.82,60.27,0,0,28.14,36.07,26.13,19.55,1
48.78,69.17,65.77,0,0,35.53,27.9,21.08,15.65,1
69.43,67.94,75.08,0,1,50.64,45.52,39.35,32.37,1
36.24,49.62,58.76,1,1,33.96,46.19,41.86,31.36,1
74.55,77.21,80.93,1,1,51.66,55.85,38.85,26.3,1
85.67,85.38,78.85,1,0,63.9,43.04,41.6,41.51,1
60.73,83.23,68.64,1,1,43.76,42.81,29.3,25.56,1
64.77,76.64,73.21,1,1,44.75,27,18.16,25.73,1
37.13,59.54,59.53,0,1,26.39,23.99,17.74,15.93,1
46.67,61.79,69.22,1,0,41.87,36.25,32.27,27,1
67.69,92.29,82.27,1,0,53.97,39.07,48.24,39.18,1
59.34,57.45,65.43,1,1,51.42,26.1,24.38,25.24,1
52.82,61.71,63.57,1,1,47.57,42.55,34.24,27.6,1
57.79,65.7,59.5,0,0,46.41,34.42,27.49,22.71,0
61.08,68.72,71.3,1,0,55.06,37.93,46.1,33.82,1
51.48,69.1,65.23,1,0,47.69,32.52,34.84,30.35,1
54.65,66.53,69.6,1,1,52.64,38.46,35.49,16.6,1
54.56,69.83,60.2,0,1,23.87,44.59,26.79,14.1,1
42.37,63.03,64.36,0,1,30.35,43.38,40.19,25.73,1
58.88,70.51,67.9,1,0,47.52,34.45,26.04,19.95,1
76.64,86.85,79.39,1,0,55.18,36.5,29.14,20.55,1
75.78,79.2,85.38,0,1,47.25,43.69,30.35,23.24,1
37.28,49.09,55.44,1,0,37.19,32.03,12.94,10.12,1
61.85,66.07,70.82,0,1,45.33,46.8,37.15,20.19,1
63.11,72.84,70.16,0,1,45.71,43.03,32.4,31.03,1
50.07,56.83,52.97,1,1,47.79,30.36,24.5,28.63,1
43.43,51.15,47.57,0,1,39.31,26.95,32.61,22.26,1
39.15,58.27,55.2,0,0,35.21,28.91,22.35,20.84,0
49.66,56.67,51.63,1,0,39.17,27.87,28.18,18.41,1
59.2,72.8,67.48,0,0,36.57,39.29,31.57,17.28,1
53.1,62.89,62.65,1,1,40.43,35.3,29.25,29.11,1
47.67,57.28,56.67,1,1,40.19,38.07,39.51,29.91,1
40.01,60.46,59.24,1,0,43.75,43.87,34.41,24.72,1
59.21,75.36,59.79,1,1,44.82,41.09,28.24,21.38,1
67.8,77.13,78.33,1,1,54.56,42,39.42,30.36,1
43.88,66.37,61.87,1,1,34.67,34.98,30.68,17.24,1
60.38,60.2,66.07,1,0,47.02,30.78,35.38,26.08,1
32.45,55.82,51.97,1,0,33.98,24.98,29.61,26.58,1
47.11,55.51,56.6,0,1,42.79,38.26,32.95,31.66,1
63.76,71.43,64.67,0,0,31.25,37.75,23.69,17.04,1
41.59,58.34,58.69,0,1,33.86,33.28,32.12,28.75,1
47.75,56.65,54.52,1,0,48.46,37.86,26.72,23.45,1
72.02,78.76,77.58,1,0,49.46,39.19,38.98,30.1,1
46.21,57.09,62.26,0,1,29.13,48.09,33.37,18.47,0
44.75,57.2,58.46,1,0,34.5,42.2,37.18,22.07,1
61.91,84.06,86.52,1,0,55.38,37.38,30.87,22.46,1
78.46,72.7,76.71,1,0,54.43,48.59,43.11,32.89,1
52.12,62.8,62.32,1,0,51.71,28.49,27.3,22.8,1
64.22,75.53,73.61,0,0,47.97,38.03,33.02,28.03,1
71.15,71.57,73.02,1,0,56.56,33.39,45.49,40.45,1
58.91,68.17,70.41,0,0,39.57,40.73,39.29,23.2,1
51.76,65.64,61.11,1,1,40.07,35.22,29.75,29.88,1
44.48,60.52,61.15,1,0,43.48,33.51,33.78,31.59,1
37.9,58.36,51.94,1,1,34.82,33.28,24.13,23.34,1
68.34,82.84,78.37,0,0,49.38,36.26,33.85,25.21,1
57.17,65.9,68.84,0,1,34.92,38.99,19.56,16.95,1
70.99,78.77,80.47,1,0,48.52,51.19,35.37,32.44,1
66.87,66.63,66.53,1,0,53.96,32.35,31.23,22.18,1
47.6,60.38,66.15,0,1,29.8,46.15,26.58,21.67,1
40.76,46.86,49.89,0,1,21.95,27.62,13.94,7.06,1
59.95,70.03,62.52,0,0,39.12,33.71,40.43,32.67,1
47.41,65.5,63.47,1,0,49.21,34.92,33.83,23.94,1
59.52,72.12,73.21,0,1,42.45,46.33,34.61,26.82,1
46.23,60.22,56.18,0,1,36.57,34.8,27.73,21.55,1
44.67,63.34,54.18,1,0,40.09,32,32.5,19.81,1
53.31,71.41,67.61,0,1,30.64,46.06,32.14,20.76,1
66.21,69.69,69.36,0,1,54.03,38.95,34.96,31.74,1
58.68,76.13,67.6,1,0,53.58,40.71,32,17.66,1
69.14,72.32,78.73,0,0,41.66,37.3,29.39,22.32,1
40.2,52.47,58,1,1,46.38,24.94,25.31,19.39,1
42.32,61.09,64.21,0,1,32.41,48.11,42.2,34.94,1
53.93,66.51,58.62,1,0,46.52,23.86,32.82,25.27,1
80.99,85.6,80.91,1,0,58.74,44.69,48.01,41.73,1
63.09,73.35,68.7,1,1,46.94,38.53,31.67,22.45,1
42.2,64.53,59.16,1,1,40.05,35.55,30.77,20.47,1
54.09,65.97,69.92,0,1,33.3,48.13,23.39,21.27,1
57.65,72.71,66.56,0,1,28.94,46.36,33.65,19.34,1
48.18,65.45,59.83,0,0,34.35,34.28,31.66,24.98,1
62.36,84.3,82.11,0,0,38.66,39.46,30.74,19.84,0
53.12,73.14,77.5,1,0,46.67,50.87,35.28,37.06,1
51.41,67.78,71.65,1,0,41.55,45.62,33.93,22.47,1
70.12,81.91,73.07,1,1,52.49,35.8,42.26,30.56,1
34.48,51.88,41.97,0,1,40.08,36.83,30.21,19.23,1
43.46,56.62,53.14,0,0,36.07,17.39,18.62,15.01,0
45.19,58.82,58,1,0,48.29,32.5,27.21,25.07,1
